trainer/global_step,_step,_runtime,lr-Adam,_timestamp,epoch,loss/train_step,acc/val,loss/val,acc/train_epoch,loss/train_epoch,acc/test,loss/test
49,0,34.643754443,1e-05,1736187809.2076828,,,,,,,,
49,1,34.788449381,,1736187809.352531,0.0,0.06198977306485176,,,,,,
99,2,41.120507478,1e-05,1736187815.6845412,,,,,,,,
99,3,41.2386275,,1736187815.8024588,0.0,0.06118970364332199,,,,,,
149,4,47.670290139,1e-05,1736187822.234344,,,,,,,,
149,5,47.788138077,,1736187822.352233,0.0,0.1522897332906723,,,,,,
199,6,54.236656309,1e-05,1736187828.800698,,,,,,,,
199,7,54.35203403,,1736187828.9160976,0.0,0.02782360464334488,,,,,,
249,8,60.737939721000004,1e-05,1736187835.3020182,,,,,,,,
249,9,60.852362937,,1736187835.4164321,0.0,0.5116909742355347,,,,,,
299,10,67.270950491,1e-05,1736187841.8350265,,,,,,,,
299,11,67.421812177,,1736187841.9858887,0.0,0.007027053274214268,,,,,,
349,12,73.823001005,1e-05,1736187848.387051,,,,,,,,
349,13,73.937104895,,1736187848.5013134,0.0,0.13032160699367523,,,,,,
399,14,80.296013163,1e-05,1736187854.8600538,,,,,,,,
399,15,80.409990202,,1736187854.9741626,0.0,0.1313822865486145,,,,,,
449,16,86.698167701,1e-05,1736187861.2622504,,,,,,,,
449,17,86.812719124,,1736187861.376789,0.0,0.05715823918581009,,,,,,
499,18,93.168549902,1e-05,1736187867.7325952,,,,,,,,
499,19,93.28269446,,1736187867.8468401,0.0,0.2434629201889038,,,,,,
549,20,99.677148444,1e-05,1736187874.2412236,,,,,,,,
549,21,99.791130603,,1736187874.355292,0.0,0.04181770980358124,,,,,,
599,22,106.118742273,1e-05,1736187880.6828902,,,,,,,,
599,23,106.267367058,,1736187880.8314934,0.0,0.390391081571579,,,,,,
649,24,112.609886038,1e-05,1736187887.1739178,,,,,,,,
649,25,112.724237805,,1736187887.2884126,0.0,0.01925794593989849,,,,,,
674,26,147.59793341,,1736187922.1620154,0.0,,0.9629629850387573,0.1141284853219986,,,,
674,27,178.443718372,,1736187953.0077477,0.0,,,,0.9508796334266663,0.1588817834854126,,
675,28,212.906741953,,1736187987.4707818,1.0,,,,,,0.9623148441314697,0.11567606776952744
