trainer/global_step,_step,_runtime,lr-Adam,_timestamp,epoch,loss/train_step,acc/val,loss/val,acc/train_epoch,loss/train_epoch,acc/test,loss/test
49,0,35.298247572,1e-05,1736188665.5198572,,,,,,,,
49,1,35.41288379,,1736188665.6347306,0.0,0.6502624750137329,,,,,,
99,2,41.791218065,1e-05,1736188672.0129464,,,,,,,,
99,3,41.905829966,,1736188672.127543,0.0,0.40144219994544983,,,,,,
149,4,48.279239336,1e-05,1736188678.5008729,,,,,,,,
149,5,48.393926057,,1736188678.6157444,0.0,0.21558444201946259,,,,,,
199,6,54.726256756,1e-05,1736188684.9480002,,,,,,,,
199,7,54.868862175,,1736188685.090679,0.0,0.20995591580867767,,,,,,
249,8,61.250103002,1e-05,1736188691.4718003,,,,,,,,
249,9,61.36474127,,1736188691.586553,0.0,0.3227771818637848,,,,,,
299,10,67.671698901,1e-05,1736188697.8934023,,,,,,,,
299,11,67.80972768,,1736188698.0315394,0.0,0.2206382006406784,,,,,,
349,12,74.092650594,1e-05,1736188704.314267,,,,,,,,
349,13,74.209004407,,1736188704.4299989,0.0,0.10864482074975967,,,,,,
399,14,80.524233319,1e-05,1736188710.7459486,,,,,,,,
399,15,80.639032578,,1736188710.8608477,0.0,0.5140746831893921,,,,,,
449,16,87.029697518,1e-05,1736188717.2514453,,,,,,,,
449,17,87.14446048799999,,1736188717.366227,0.0,0.05428614467382431,,,,,,
499,18,93.458682518,1e-05,1736188723.6804237,,,,,,,,
499,19,93.573624834,,1736188723.7953637,0.0,0.24869436025619507,,,,,,
531,20,100.991921938,,1736188731.2135875,0.0,,0.9174603223800659,0.2652907073497772,,,,
531,21,133.430018989,,1736188763.6139874,0.0,,,,0.8852439522743225,0.37059181928634644,,
532,22,139.536728117,,1736188769.7583787,1.0,,,,,,0.9174603223800659,0.2736842930316925
